	Time(ms)	S0(mW)	S1	S2	S3	DOP(%)	Average DOP(%)	
0.50000	0.86724	0.95291	0.30235	0.02557	99.86572	99.86572
2.50000	0.86681	0.95282	0.30271	0.02597	99.83826	99.83826
0.30000	0.86565	0.95322	0.30174	0.02545	99.85657	99.85657
2.30000	0.86594	0.95306	0.30207	0.02567	99.85657	99.85657
0.10000	0.86681	0.95264	0.30317	0.02612	99.88098	99.88098
2.10000	0.86645	0.95276	0.30296	0.02625	99.89014	99.89014
4.10000	0.86753	0.95291	0.30284	0.02579	99.84741	99.84741
1.90000	0.86703	0.95300	0.30204	0.02564	99.86572	99.86572
3.90000	0.86739	0.95306	0.30226	0.02588	99.88098	99.88098
1.70000	0.86811	0.95309	0.30180	0.02564	99.84741	99.84741
